basin_id,kge,violation_burden,dominant_class,violation_counts,n_evaluable,aridity_class,landcover_class
06408700,-0.10416207285294998,0.12380952380952381,TimingFailure,"{'R0': 0, 'R1': 0, 'R2': 0, 'R3': 0, 'R4': 13, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
06409000,0.3024954821191308,0.12122128647041953,TimingFailure,"{'R0': 0, 'R1': 7, 'R2': 0, 'R3': 259, 'R4': 12, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
06431500,0.29664849418425776,0.10486619908047176,TimingFailure,"{'R0': 0, 'R1': 4, 'R2': 0, 'R3': 0, 'R4': 11, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
06440200,0.006655231609803858,0.3117843971324939,MagnitudeFailure,"{'R0': 1412, 'R1': 2169, 'R2': 146, 'R3': 2353, 'R4': 7, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 3159, 'R2': 5479, 'R3': 3159, 'R4': 15, 'R5': 15, 'R6': 15}",,
06441500,-0.1949616977149704,0.46448411888098545,MagnitudeFailure,"{'R0': 3337, 'R1': 3081, 'R2': 751, 'R3': 3046, 'R4': 10, 'R5': 0, 'R6': 6}","{'R0': 5479, 'R1': 4259, 'R2': 5479, 'R3': 4259, 'R4': 15, 'R5': 15, 'R6': 15}",,
06447000,0.31177547618855495,0.28101177638233343,MagnitudeFailure,"{'R0': 513, 'R1': 1825, 'R2': 434, 'R3': 3157, 'R4': 13, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5371, 'R2': 5479, 'R3': 5371, 'R4': 15, 'R5': 15, 'R6': 15}",,
06447500,0.19455713936153596,0.12788916990413615,TimingFailure,"{'R0': 60, 'R1': 273, 'R2': 318, 'R3': 236, 'R4': 11, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
06450500,0.2068377477892397,0.0835953728087329,TimingFailure,"{'R0': 10, 'R1': 155, 'R2': 85, 'R3': 34, 'R4': 8, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
06452000,0.20311695889029868,0.22595525389223645,MagnitudeFailure,"{'R0': 794, 'R1': 2091, 'R2': 732, 'R3': 3214, 'R4': 5, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5470, 'R2': 5479, 'R3': 5470, 'R4': 15, 'R5': 15, 'R6': 15}",,
06453600,0.3405438435049979,0.22072107948017194,TimingFailure,"{'R0': 485, 'R1': 1498, 'R2': 361, 'R3': 2060, 'R4': 11, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5413, 'R2': 5479, 'R3': 5413, 'R4': 15, 'R5': 15, 'R6': 15}",,
06464500,0.2827234876408484,0.12178099931339573,TimingFailure,"{'R0': 35, 'R1': 262, 'R2': 201, 'R3': 520, 'R4': 10, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
06468170,-0.2097231581712553,0.3827961461861963,MagnitudeFailure,"{'R0': 2486, 'R1': 3416, 'R2': 536, 'R3': 3032, 'R4': 13, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5112, 'R2': 5479, 'R3': 5112, 'R4': 15, 'R5': 15, 'R6': 15}",,
06468250,-0.012785730298010112,0.3098841712687423,MagnitudeFailure,"{'R0': 1586, 'R1': 2647, 'R2': 275, 'R3': 2792, 'R4': 12, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5283, 'R2': 5479, 'R3': 5283, 'R4': 15, 'R5': 15, 'R6': 15}",,
06470800,0.013773472663868858,0.2717544139767063,MagnitudeFailure,"{'R0': 1370, 'R1': 2820, 'R2': 402, 'R3': 2783, 'R4': 8, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5359, 'R2': 5479, 'R3': 5359, 'R4': 15, 'R5': 15, 'R6': 15}",,
06477500,0.6451552473413207,0.3734285940436612,MagnitudeFailure,"{'R0': 2484, 'R1': 3795, 'R2': 342, 'R3': 4168, 'R4': 8, 'R5': 0, 'R6': 1}","{'R0': 5479, 'R1': 5315, 'R2': 5479, 'R3': 5315, 'R4': 15, 'R5': 15, 'R6': 15}",,
06479215,0.3579755348137026,0.308340136302923,MagnitudeFailure,"{'R0': 1801, 'R1': 3068, 'R2': 584, 'R3': 3082, 'R4': 9, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5476, 'R2': 5479, 'R3': 5476, 'R4': 15, 'R5': 15, 'R6': 15}",,
06479438,0.18674310409975925,0.2521158709879279,MagnitudeFailure,"{'R0': 1085, 'R1': 2375, 'R2': 471, 'R3': 2451, 'R4': 9, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
06601000,0.31194119208641824,0.09986528650518431,TimingFailure,"{'R0': 25, 'R1': 365, 'R2': 87, 'R3': 431, 'R4': 8, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
06614800,0.8309785413766114,0.08303392172711391,TimingFailure,"{'R0': 0, 'R1': 95, 'R2': 0, 'R3': 898, 'R4': 6, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
06622700,0.8624797923691077,0.08638524583040005,TimingFailure,"{'R0': 0, 'R1': 20, 'R2': 0, 'R3': 371, 'R4': 8, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
06623800,0.8456316321012003,0.042866703169678166,TimingFailure,"{'R0': 1, 'R1': 1, 'R2': 1, 'R3': 180, 'R4': 4, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
06632400,0.8887467238444027,0.0663398778018234,TimingFailure,"{'R0': 0, 'R1': 0, 'R2': 0, 'R3': 718, 'R4': 5, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
06746095,0.5390024035888117,0.07841889813052434,TimingFailure,"{'R0': 2, 'R1': 171, 'R2': 0, 'R3': 643, 'R4': 6, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
06784000,0.5031737248432973,0.11654716275997531,TimingFailure,"{'R0': 0, 'R1': 67, 'R2': 1, 'R3': 384, 'R4': 11, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
06803510,0.44028661745735065,0.22374086338313384,MagnitudeFailure,"{'R0': 877, 'R1': 1527, 'R2': 1034, 'R3': 2221, 'R4': 8, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
06803530,0.5494220955219841,0.19281064497344838,MagnitudeFailure,"{'R0': 712, 'R1': 1228, 'R2': 875, 'R3': 2023, 'R4': 7, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
06814000,0.6787450257231724,0.23072324407827455,MagnitudeFailure,"{'R0': 1428, 'R1': 2190, 'R2': 362, 'R3': 3034, 'R4': 5, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5470, 'R2': 5479, 'R3': 5470, 'R4': 15, 'R5': 15, 'R6': 15}",,
06847900,-1.0107956041546537,0.6958855490193326,MagnitudeFailure,"{'R0': 4519, 'R1': 4306, 'R2': 3744, 'R3': 4289, 'R4': 11, 'R5': 0, 'R6': 13}","{'R0': 5479, 'R1': 4875, 'R2': 5479, 'R3': 4875, 'R4': 15, 'R5': 15, 'R6': 15}",,
06853800,0.14238866927195792,0.21607576560902464,MagnitudeFailure,"{'R0': 28, 'R1': 2289, 'R2': 97, 'R3': 3126, 'R4': 7, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5293, 'R2': 5479, 'R3': 5293, 'R4': 15, 'R5': 15, 'R6': 15}",,
06876700,-0.11576741864419349,0.21117165975716803,MagnitudeFailure,"{'R0': 4, 'R1': 2425, 'R2': 14, 'R3': 4195, 'R4': 4, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
06878000,0.5514340702415164,0.19449325997966257,MagnitudeFailure,"{'R0': 256, 'R1': 1035, 'R2': 318, 'R3': 2563, 'R4': 9, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
06879650,0.5077299129012091,0.15594545368004115,TimingFailure,"{'R0': 309, 'R1': 398, 'R2': 10, 'R3': 757, 'R4': 9, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 2665, 'R2': 5479, 'R3': 2665, 'R4': 15, 'R5': 15, 'R6': 15}",,
06885500,0.6645646016199731,0.24585125891933707,MagnitudeFailure,"{'R0': 1246, 'R1': 1933, 'R2': 486, 'R3': 2842, 'R4': 8, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
06888500,0.7222701063588797,0.16275476060108293,TimingFailure,"{'R0': 382, 'R1': 949, 'R2': 132, 'R3': 1857, 'R4': 8, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
06889200,0.49512673014039954,0.1784274039349157,MagnitudeFailure,"{'R0': 785, 'R1': 1493, 'R2': 196, 'R3': 2537, 'R4': 5, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5471, 'R2': 5479, 'R3': 5471, 'R4': 15, 'R5': 15, 'R6': 15}",,
06889500,0.5383444091014433,0.18711965165697597,MagnitudeFailure,"{'R0': 760, 'R1': 1404, 'R2': 201, 'R3': 2620, 'R4': 6, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
06892000,0.7364613154631594,0.17199002251019044,MagnitudeFailure,"{'R0': 712, 'R1': 1430, 'R2': 56, 'R3': 2572, 'R4': 5, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
06903400,0.7575968777170796,0.23532575727674462,MagnitudeFailure,"{'R0': 917, 'R1': 2399, 'R2': 16, 'R3': 3462, 'R4': 6, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5442, 'R2': 5479, 'R3': 5442, 'R4': 15, 'R5': 15, 'R6': 15}",,
06906800,0.5139769646879414,0.21729373625705076,MagnitudeFailure,"{'R0': 296, 'R1': 1725, 'R2': 0, 'R3': 3756, 'R4': 7, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
06910800,0.6818130733772672,0.20973404019070133,MagnitudeFailure,"{'R0': 281, 'R1': 1707, 'R2': 2, 'R3': 3032, 'R4': 8, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5366, 'R2': 5479, 'R3': 5366, 'R4': 15, 'R5': 15, 'R6': 15}",,
06911900,0.5869192055682071,0.1947542680141877,MagnitudeFailure,"{'R0': 257, 'R1': 1584, 'R2': 2, 'R3': 3171, 'R4': 6, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5191, 'R2': 5479, 'R3': 5191, 'R4': 15, 'R5': 15, 'R6': 15}",,
06917000,0.70987350252024,0.21974129799148473,MagnitudeFailure,"{'R0': 265, 'R1': 2097, 'R2': 0, 'R3': 3382, 'R4': 7, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5355, 'R2': 5479, 'R3': 5355, 'R4': 15, 'R5': 15, 'R6': 15}",,
06918460,0.6630812564590396,0.12423713051564848,TimingFailure,"{'R0': 166, 'R1': 476, 'R2': 137, 'R3': 1429, 'R4': 7, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
06919500,0.5653972348731926,0.20138154921465956,MagnitudeFailure,"{'R0': 279, 'R1': 2088, 'R2': 0, 'R3': 3399, 'R4': 5, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5351, 'R2': 5479, 'R3': 5351, 'R4': 15, 'R5': 15, 'R6': 15}",,
06921070,0.5978353924495741,0.13260501134200714,MagnitudeFailure,"{'R0': 27, 'R1': 944, 'R2': 5, 'R3': 3014, 'R4': 3, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
06921200,0.4708514674962594,0.22317319325535806,MagnitudeFailure,"{'R0': 9, 'R1': 2133, 'R2': 1, 'R3': 3667, 'R4': 7, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5303, 'R2': 5479, 'R3': 5303, 'R4': 15, 'R5': 15, 'R6': 15}",,
06934000,0.7570040104846277,0.07426624601291511,TimingFailure,"{'R0': 0, 'R1': 50, 'R2': 0, 'R3': 972, 'R4': 5, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
07014500,0.7492574555042929,0.09571958734214621,TimingFailure,"{'R0': 0, 'R1': 10, 'R2': 0, 'R3': 739, 'R4': 8, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
07056000,0.6432819711332741,0.11527998678938631,MagnitudeFailure,"{'R0': 0, 'R1': 571, 'R2': 0, 'R3': 2024, 'R4': 5, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
07057500,0.885572789905461,0.03362970302192788,TimingFailure,"{'R0': 0, 'R1': 80, 'R2': 0, 'R3': 114, 'R4': 3, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
07060710,0.3867467107949869,0.17078542313074166,MagnitudeFailure,"{'R0': 0, 'R1': 591, 'R2': 0, 'R3': 3037, 'R4': 8, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
07066000,0.8334312924758543,0.06725940604385576,TimingFailure,"{'R0': 0, 'R1': 29, 'R2': 0, 'R3': 359, 'R4': 6, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
07067000,0.753883181433003,0.0544763990648276,TimingFailure,"{'R0': 0, 'R1': 3, 'R2': 0, 'R3': 260, 'R4': 5, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
07068000,0.838961891759713,0.061444997783745736,TimingFailure,"{'R0': 0, 'R1': 6, 'R2': 0, 'R3': 159, 'R4': 6, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
07071500,0.2328650909549741,0.06704386445215063,TimingFailure,"{'R0': 0, 'R1': 170, 'R2': 0, 'R3': 575, 'R4': 5, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
07083000,0.8360481099027918,0.06089049965669786,TimingFailure,"{'R0': 0, 'R1': 1, 'R2': 0, 'R3': 508, 'R4': 5, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
07142300,-1.0234214995352007,0.4750429651054932,MagnitudeFailure,"{'R0': 2659, 'R1': 3012, 'R2': 2396, 'R3': 2940, 'R4': 14, 'R5': 0, 'R6': 3}","{'R0': 5479, 'R1': 4689, 'R2': 5479, 'R3': 4689, 'R4': 15, 'R5': 15, 'R6': 15}",,
07145700,0.676096063603514,0.1884163776844923,MagnitudeFailure,"{'R0': 613, 'R1': 1659, 'R2': 103, 'R3': 3025, 'R4': 5, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
07148400,0.6850618635622998,0.1423843419463058,MagnitudeFailure,"{'R0': 115, 'R1': 912, 'R2': 188, 'R3': 1689, 'R4': 7, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
07149000,0.4561878262461522,0.11989660735096731,TimingFailure,"{'R0': 157, 'R1': 659, 'R2': 334, 'R3': 887, 'R4': 7, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5463, 'R2': 5479, 'R3': 5463, 'R4': 15, 'R5': 15, 'R6': 15}",,
07151500,0.4234704289580935,0.11799859202669936,TimingFailure,"{'R0': 240, 'R1': 798, 'R2': 394, 'R3': 902, 'R4': 6, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
07167500,0.6377086955295188,0.20296543512458823,MagnitudeFailure,"{'R0': 811, 'R1': 1984, 'R2': 5, 'R3': 3158, 'R4': 5, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
07180500,0.7000650965434694,0.1349637925561473,TimingFailure,"{'R0': 237, 'R1': 733, 'R2': 102, 'R3': 1532, 'R4': 7, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5442, 'R2': 5479, 'R3': 5442, 'R4': 15, 'R5': 15, 'R6': 15}",,
07184000,0.3897156100130392,0.2675264256219906,MagnitudeFailure,"{'R0': 609, 'R1': 2504, 'R2': 3, 'R3': 3921, 'R4': 7, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 4964, 'R2': 5479, 'R3': 4964, 'R4': 15, 'R5': 15, 'R6': 15}",,
07195800,0.651323629851017,0.06763841275656626,TimingFailure,"{'R0': 0, 'R1': 103, 'R2': 0, 'R3': 662, 'R4': 5, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5459, 'R2': 5479, 'R3': 5459, 'R4': 15, 'R5': 15, 'R6': 15}",,
07196900,0.6193132905688286,0.13371924024191958,MagnitudeFailure,"{'R0': 116, 'R1': 1226, 'R2': 1, 'R3': 2654, 'R4': 3, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5429, 'R2': 5479, 'R3': 5429, 'R4': 15, 'R5': 15, 'R6': 15}",,
07197000,0.5764413548925595,0.06497709870588132,TimingFailure,"{'R0': 0, 'R1': 50, 'R2': 0, 'R3': 981, 'R4': 4, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
07208500,0.7071835621405717,0.21397196221069192,TimingFailure,"{'R0': 461, 'R1': 1186, 'R2': 831, 'R3': 980, 'R4': 13, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
07226500,-1.7691907889107044,0.6205137520794305,MagnitudeFailure,"{'R0': 4472, 'R1': 982, 'R2': 664, 'R3': 997, 'R4': 12, 'R5': 0, 'R6': 14}","{'R0': 5479, 'R1': 1183, 'R2': 5479, 'R3': 1183, 'R4': 15, 'R5': 15, 'R6': 15}",,
07261000,0.7590599417902872,0.19169042464524355,MagnitudeFailure,"{'R0': 301, 'R1': 1457, 'R2': 0, 'R3': 2509, 'R4': 8, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5263, 'R2': 5479, 'R3': 5263, 'R4': 15, 'R5': 15, 'R6': 15}",,
07263295,0.5070098793598923,0.18975428980313197,MagnitudeFailure,"{'R0': 933, 'R1': 1393, 'R2': 34, 'R3': 2181, 'R4': 6, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 4754, 'R2': 5479, 'R3': 4754, 'R4': 15, 'R5': 15, 'R6': 15}",,
07290650,0.36151376613086406,0.11397939292676137,MagnitudeFailure,"{'R0': 0, 'R1': 281, 'R2': 0, 'R3': 2786, 'R4': 3, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5130, 'R2': 5479, 'R3': 5130, 'R4': 15, 'R5': 15, 'R6': 15}",,
07291000,0.5932294831275524,0.08824168470089258,TimingFailure,"{'R0': 25, 'R1': 434, 'R2': 57, 'R3': 1042, 'R4': 5, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
07292500,0.6916815808926908,0.0663520454723229,MagnitudeFailure,"{'R0': 114, 'R1': 587, 'R2': 161, 'R3': 587, 'R4': 3, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
07295000,0.5748304447548571,0.12007218666448531,MagnitudeFailure,"{'R0': 416, 'R1': 866, 'R2': 446, 'R3': 928, 'R4': 5, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5128, 'R2': 5479, 'R3': 5128, 'R4': 15, 'R5': 15, 'R6': 15}",,
07299670,0.11374747596431278,0.4708488688412032,MagnitudeFailure,"{'R0': 3056, 'R1': 3504, 'R2': 3303, 'R3': 3447, 'R4': 9, 'R5': 0, 'R6': 4}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
07301410,0.5836401745480806,0.22414571712949302,TimingFailure,"{'R0': 543, 'R1': 1383, 'R2': 881, 'R3': 1770, 'R4': 11, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5476, 'R2': 5479, 'R3': 5476, 'R4': 15, 'R5': 15, 'R6': 15}",,
07301500,0.6091204046867342,0.15082973040521278,MagnitudeFailure,"{'R0': 672, 'R1': 1398, 'R2': 963, 'R3': 1496, 'R4': 3, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5192, 'R2': 5479, 'R3': 5192, 'R4': 15, 'R5': 15, 'R6': 15}",,
07315200,0.2702189691359771,0.37432608917125837,MagnitudeFailure,"{'R0': 1840, 'R1': 2011, 'R2': 9, 'R3': 2186, 'R4': 7, 'R5': 0, 'R6': 1}","{'R0': 5479, 'R1': 2399, 'R2': 5479, 'R3': 2399, 'R4': 15, 'R5': 15, 'R6': 15}",,
07315700,0.5826667182413834,0.30710594161973315,MagnitudeFailure,"{'R0': 1335, 'R1': 3002, 'R2': 29, 'R3': 4008, 'R4': 7, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 4888, 'R2': 5479, 'R3': 4888, 'R4': 15, 'R5': 15, 'R6': 15}",,
07335700,0.6021608208265632,0.15506980530545253,MagnitudeFailure,"{'R0': 603, 'R1': 1057, 'R2': 18, 'R3': 2001, 'R4': 5, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 4787, 'R2': 5479, 'R3': 4787, 'R4': 15, 'R5': 15, 'R6': 15}",,
07340300,0.6757185591560264,0.15644495432777966,TimingFailure,"{'R0': 629, 'R1': 824, 'R2': 178, 'R3': 1447, 'R4': 8, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
07346045,0.8097181417672115,0.17224793477694902,MagnitudeFailure,"{'R0': 866, 'R1': 1124, 'R2': 72, 'R3': 1771, 'R4': 7, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5098, 'R2': 5479, 'R3': 5098, 'R4': 15, 'R5': 15, 'R6': 15}",,
07359610,0.742669205570317,0.17772794827001798,TimingFailure,"{'R0': 725, 'R1': 1011, 'R2': 695, 'R3': 1098, 'R4': 9, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
07362100,0.679697292513916,0.20572241643387632,MagnitudeFailure,"{'R0': 1208, 'R1': 1755, 'R2': 84, 'R3': 2600, 'R4': 6, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5415, 'R2': 5479, 'R3': 5415, 'R4': 15, 'R5': 15, 'R6': 15}",,
07362587,0.478113456825628,0.18283024170099002,MagnitudeFailure,"{'R0': 867, 'R1': 1341, 'R2': 24, 'R3': 2398, 'R4': 5, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 4770, 'R2': 5479, 'R3': 4770, 'R4': 15, 'R5': 15, 'R6': 15}",,
07373000,0.7629045319828734,0.08369044475272637,TimingFailure,"{'R0': 0, 'R1': 617, 'R2': 34, 'R3': 367, 'R4': 6, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5478, 'R2': 5479, 'R3': 5478, 'R4': 15, 'R5': 15, 'R6': 15}",,
07375000,0.7383127649690904,0.06861523218522671,TimingFailure,"{'R0': 0, 'R1': 156, 'R2': 0, 'R3': 284, 'R4': 6, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
07376000,0.7456129594422038,0.06386288773585726,TimingFailure,"{'R0': 0, 'R1': 273, 'R2': 0, 'R3': 350, 'R4': 5, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
08013000,0.7124245626088984,0.1918667813904171,TimingFailure,"{'R0': 400, 'R1': 991, 'R2': 38, 'R3': 2277, 'R4': 10, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
08014500,0.4902172362914129,0.11704777548909691,TimingFailure,"{'R0': 92, 'R1': 528, 'R2': 160, 'R3': 787, 'R4': 8, 'R5': 0, 'R6': 0}","{'R0': 5479, 'R1': 5479, 'R2': 5479, 'R3': 5479, 'R4': 15, 'R5': 15, 'R6': 15}",,
